database,workload,run_id,iterations,successful_operations,failed_operations,p50_ms,p90_ms,p95_ms,p99_ms,mean_ms,min_ms,max_ms,stddev_ms,throughput_ops_sec,error_breakdown,timestamp
falkordb,traversal_3_hop,run_1_1787681303,100,100,0,20.4248,22.5523,23.4817,29.1341,21.0388,19.2514,35.4888,2.0478,47.37,{},2026-08-25T18:09:35.184486+00:00
falkordb,aggregation,run_1_1787681303,100,100,0,572.4149,632.0286,666.3717,717.2221,571.315,493.2967,729.516,49.5872,1.75,{},2026-08-25T18:10:43.714146+00:00
falkordb,point_lookup,run_2_1787681443,100,100,0,20.3417,21.4438,22.0332,24.034,20.5268,19.1375,29.1721,1.2031,48.53,{},2026-08-25T18:10:46.196666+00:00
falkordb,filtered_lookup,run_2_1787681443,100,100,0,21.1463,22.9949,25.3629,36.6409,21.771,19.959,36.7202,2.5065,45.72,{},2026-08-25T18:10:48.827099+00:00
falkordb,traversal_1_hop,run_2_1787681443,100,100,0,20.062,21.6901,22.578,28.7754,20.4272,18.9726,28.8905,1.5532,48.78,{},2026-08-25T18:10:51.292571+00:00
falkordb,traversal_2_hop,run_2_1787681443,100,100,0,20.452,23.2095,26.5278,190.4963,25.7219,19.182,204.172,27.7029,38.74,{},2026-08-25T18:10:54.283132+00:00
falkordb,traversal_3_hop,run_2_1787681443,100,100,0,20.5244,21.99,24.6419,28.4492,20.9643,19.0631,39.5715,2.3289,47.51,{},2026-08-25T18:10:56.810609+00:00
falkordb,aggregation,run_2_1787681443,100,100,0,573.2139,617.7525,647.7231,690.4797,569.0463,485.9133,698.3504,48.0489,1.76,{},2026-08-25T18:12:05.071880+00:00
falkordb,point_lookup,run_3_1787681525,100,100,0,20.2184,21.1779,22.2487,23.3307,20.326,18.9163,23.3966,0.8964,49.01,{},2026-08-25T18:12:07.534952+00:00
falkordb,filtered_lookup,run_3_1787681525,100,100,0,21.0515,22.136,23.4374,42.5941,21.9939,19.7714,69.5978,5.6162,45.29,{},2026-08-25T18:12:10.178689+00:00
falkordb,traversal_1_hop,run_3_1787681525,100,100,0,19.5482,20.9656,21.1339,24.9964,19.9069,18.3796,37.2721,1.9801,50.11,{},2026-08-25T18:12:12.607655+00:00
falkordb,traversal_2_hop,run_3_1787681525,100,100,0,19.563,20.7685,21.2412,22.2127,19.8029,18.6719,28.6889,1.1161,50.37,{},2026-08-25T18:12:15.011491+00:00
falkordb,traversal_3_hop,run_3_1787681525,100,100,0,20.3744,21.5079,25.5675,148.395,24.8464,18.9541,315.1767,31.803,40.14,{},2026-08-25T18:12:17.925304+00:00
falkordb,aggregation,run_3_1787681525,100,100,0,580.4013,631.8087,670.396,780.831,579.5579,489.2245,1024.449,68.4915,1.73,{},2026-08-25T18:13:27.458993+00:00
kuzu,point_lookup,run_1_1787681724,100,100,0,4.3177,4.9515,5.8056,5.9693,4.4617,3.8686,6.1761,0.4694,222.48,{},2026-08-25T18:15:25.559803+00:00
kuzu,filtered_lookup,run_1_1787681724,100,100,0,1.8042,2.1192,2.3135,2.4374,1.8457,1.5986,2.6159,0.2,532.7,{},2026-08-25T18:15:25.804591+00:00
kuzu,traversal_1_hop,run_1_1787681724,100,100,0,1.2192,1.461,1.875,2.309,1.2833,1.0404,2.6044,0.2524,762.9,{},2026-08-25T18:15:25.996058+00:00
kuzu,traversal_2_hop,run_1_1787681724,100,100,0,4.4232,6.208,6.997,8.3278,4.701,2.9679,9.009,1.1765,210.91,{},2026-08-25T18:15:26.608488+00:00
kuzu,traversal_3_hop,run_1_1787681724,100,100,0,8.9432,12.3694,13.1803,14.4645,8.8596,4.8882,15.5191,2.6165,112.35,{},2026-08-25T18:15:27.714251+00:00
kuzu,aggregation,run_1_1787681724,100,100,0,47.4374,49.0271,50.6148,51.0693,47.5646,44.9732,51.0783,1.2861,21.0,{},2026-08-25T18:15:33.561600+00:00
kuzu,point_lookup,run_2_1787681733,100,100,0,3.9146,4.3576,4.5289,4.8561,3.9948,3.7159,4.9762,0.2597,248.86,{},2026-08-25T18:15:34.051596+00:00
kuzu,filtered_lookup,run_2_1787681733,100,100,0,1.8221,2.0947,2.2652,2.4397,1.8726,1.6019,2.4906,0.1848,525.59,{},2026-08-25T18:15:34.284123+00:00
kuzu,traversal_1_hop,run_2_1787681733,100,100,0,1.1472,1.4251,1.5302,2.8002,1.2238,1.027,2.9758,0.2803,799.97,{},2026-08-25T18:15:34.469651+00:00
kuzu,traversal_2_hop,run_2_1787681733,100,100,0,4.6529,6.1324,6.8176,7.5284,4.6927,2.9036,8.2895,1.134,211.2,{},2026-08-25T18:15:35.043213+00:00
kuzu,traversal_3_hop,run_2_1787681733,100,100,0,8.8764,12.8731,13.3312,14.4323,8.6473,4.4835,15.4945,2.7165,115.1,{},2026-08-25T18:15:36.081899+00:00
kuzu,aggregation,run_2_1787681733,100,100,0,47.4863,48.9333,50.0542,54.7002,47.693,45.7079,57.5928,1.6018,20.95,{},2026-08-25T18:15:41.901814+00:00
kuzu,point_lookup,run_3_1787681741,100,100,0,3.9524,4.8774,5.4686,9.8254,4.2602,3.6724,9.9483,0.9696,232.87,{},2026-08-25T18:15:42.451687+00:00
kuzu,filtered_lookup,run_3_1787681741,100,100,0,1.8001,2.1128,2.232,2.5886,1.8598,1.577,2.6683,0.2094,528.84,{},2026-08-25T18:15:42.697370+00:00
kuzu,traversal_1_hop,run_3_1787681741,100,100,0,1.2394,1.4723,1.6273,1.7011,1.2853,1.1042,1.7557,0.1382,761.32,{},2026-08-25T18:15:42.859867+00:00
kuzu,traversal_2_hop,run_3_1787681741,100,100,0,4.3977,6.0205,6.8096,7.2964,4.6236,2.9374,7.7132,1.0846,214.39,{},2026-08-25T18:15:43.424309+00:00
kuzu,traversal_3_hop,run_3_1787681741,100,100,0,8.914,12.3895,13.0632,14.7954,8.7063,4.7383,15.8073,2.6541,114.32,{},2026-08-25T18:15:44.471360+00:00
kuzu,aggregation,run_3_1787681741,100,100,0,47.747,49.2609,49.9809,51.329,47.8695,45.7902,51.5704,1.1458,20.87,{},2026-08-25T18:15:50.279630+00:00
cognodb,point_lookup,run_1_1787682369,100,100,0,271.6776,335.7407,339.9868,346.2282,278.8774,239.138,409.308,37.4,3.58,{},2026-08-25T18:27:37.857002+00:00
cognodb,filtered_lookup,run_1_1787682369,100,100,0,282.9457,344.5584,363.8027,462.0942,293.1151,245.1793,519.7027,48.3714,3.41,{},2026-08-25T18:28:12.647962+00:00
cognodb,traversal_1_hop,run_1_1787682369,100,100,0,251.4845,320.5519,337.0373,615.8931,277.7249,238.7495,735.8435,66.4682,3.6,{},2026-08-25T18:28:45.609911+00:00
cognodb,traversal_2_hop,run_1_1787682369,100,100,0,267.6043,312.5484,328.0637,357.5262,275.3652,236.9237,409.8708,35.1451,3.63,{},2026-08-25T18:29:18.343649+00:00
cognodb,traversal_3_hop,run_1_1787682369,100,100,0,265.5752,336.2999,377.7074,513.0406,286.6485,239.19,578.9795,59.8097,3.49,{},2026-08-25T18:29:52.547289+00:00
cognodb,aggregation,run_1_1787682369,100,100,0,4394.8431,4655.9606,4733.1521,4919.9146,4415.9077,4065.0447,5491.6873,207.2235,0.23,{},2026-08-25T18:38:47.301394+00:00
cognodb,point_lookup,run_2_1787683127,100,100,0,273.5104,350.3385,447.0031,553.9146,290.8345,229.8793,622.0543,70.013,3.44,{},2026-08-25T18:39:21.905190+00:00
cognodb,filtered_lookup,run_2_1787683127,100,100,0,272.1169,333.8797,339.5195,417.8903,282.8566,236.8932,512.6752,45.9956,3.53,{},2026-08-25T18:39:55.822074+00:00
cognodb,traversal_1_hop,run_2_1787683127,100,100,0,266.8948,334.0076,365.8198,490.36,286.6599,229.0218,786.9463,70.976,3.49,{},2026-08-25T18:40:29.888068+00:00
cognodb,traversal_2_hop,run_2_1787683127,100,100,0,278.4777,310.5076,340.2662,475.5962,279.1991,229.4945,756.3515,63.5305,3.58,{},2026-08-25T18:41:02.994235+00:00
cognodb,traversal_3_hop,run_2_1787683127,100,100,0,281.8614,342.1224,486.6985,643.4082,304.6823,230.021,1647.7459,149.9059,3.28,{},2026-08-25T18:41:38.953469+00:00
cognodb,aggregation,run_2_1787683127,100,100,0,4696.0125,5284.2194,5570.4099,5863.361,4749.9075,4080.9478,6235.8896,424.1655,0.21,{},2026-08-25T18:51:12.001056+00:00
cognodb,point_lookup,run_3_1787683872,100,100,0,237.713,249.8949,266.5863,389.275,248.387,228.6356,1170.1493,94.225,4.03,{},2026-08-25T18:51:41.485489+00:00
cognodb,filtered_lookup,run_3_1787683872,100,100,0,242.0904,257.5623,272.1893,310.2967,246.1177,236.7072,316.5274,14.2172,4.06,{},2026-08-25T18:52:10.999357+00:00
cognodb,traversal_1_hop,run_3_1787683872,100,100,0,230.6908,249.663,357.5545,1039.993,262.226,228.1038,1127.9224,128.5053,3.81,{},2026-08-25T18:52:41.840050+00:00
cognodb,traversal_2_hop,run_3_1787683872,100,100,0,248.2045,261.9014,278.5333,317.7341,248.5848,228.951,341.3731,17.0387,4.02,{},2026-08-25T18:53:11.791936+00:00
cognodb,traversal_3_hop,run_3_1787683872,100,100,0,238.2038,274.0369,351.9296,485.3247,253.7215,229.1055,532.6266,49.6581,3.94,{},2026-08-25T18:53:42.121116+00:00
cognodb,aggregation,run_3_1787683872,100,100,0,4580.642,5020.5732,5094.9965,5843.3655,4670.9097,4306.6746,6512.9473,313.293,0.21,{},2026-08-25T19:02:57.495549+00:00
neo4j,point_lookup,run_1_1787684681,100,100,0,79.9477,98.4093,98.8304,108.9003,86.2248,78.0539,148.334,10.6722,11.59,{},2026-08-25T19:05:43.380493+00:00
neo4j,filtered_lookup,run_1_1787684681,100,100,0,80.5533,98.7298,99.4609,102.3729,84.5188,78.4934,102.5509,7.7821,11.82,{},2026-08-25T19:05:53.595089+00:00
neo4j,traversal_1_hop,run_1_1787684681,100,100,0,79.315,84.0164,91.303,97.375,80.7925,77.636,102.7234,4.3342,12.37,{},2026-08-25T19:06:03.357633+00:00
neo4j,traversal_2_hop,run_1_1787684681,100,100,0,79.1606,83.1852,91.2533,114.7981,81.1024,77.4302,127.6843,7.0258,12.32,{},2026-08-25T19:06:13.190281+00:00
neo4j,traversal_3_hop,run_1_1787684681,100,100,0,79.3518,84.6615,88.2845,95.7037,80.7155,77.7551,100.3673,3.8632,12.38,{},2026-08-25T19:06:23.047750+00:00
neo4j,aggregation,run_1_1787684681,100,100,0,193.7077,217.1023,243.3133,274.4689,197.5258,171.2767,291.4132,21.1559,5.06,{},2026-08-25T19:06:47.221085+00:00
neo4j,point_lookup,run_2_1787684807,100,100,0,79.1613,84.7848,92.7265,126.6073,82.0122,77.7613,158.9852,10.6111,12.18,{},2026-08-25T19:06:56.961949+00:00
neo4j,filtered_lookup,run_2_1787684807,100,100,0,79.8838,84.9623,89.4476,96.773,81.751,78.37,158.0623,8.3569,12.22,{},2026-08-25T19:07:06.732465+00:00
neo4j,traversal_1_hop,run_2_1787684807,100,100,0,79.9858,93.5149,108.215,156.3567,85.0086,77.0601,160.7164,15.0138,11.76,{},2026-08-25T19:07:16.820096+00:00
neo4j,traversal_2_hop,run_2_1787684807,100,100,0,79.6075,90.8075,95.9155,140.5596,83.5826,77.5045,163.6421,12.3954,11.96,{},2026-08-25T19:07:26.788916+00:00
neo4j,traversal_3_hop,run_2_1787684807,100,100,0,79.1762,81.2073,82.6348,164.3992,81.2432,77.2681,176.007,12.7958,12.3,{},2026-08-25T19:07:36.510749+00:00
neo4j,aggregation,run_2_1787684807,100,100,0,196.8588,245.0353,272.2177,332.2695,205.8072,170.1572,368.1219,34.8445,4.86,{},2026-08-25T19:08:01.130401+00:00
neo4j,point_lookup,run_3_1787684881,100,100,0,78.9446,82.4959,85.1954,119.5919,81.0411,76.8204,156.9878,9.3012,12.33,{},2026-08-25T19:08:10.841279+00:00
neo4j,filtered_lookup,run_3_1787684881,100,100,0,79.4267,82.4025,85.4289,174.5864,82.516,77.6291,175.7585,15.4353,12.11,{},2026-08-25T19:08:20.690096+00:00
neo4j,traversal_1_hop,run_3_1787684881,100,100,0,80.7894,98.3284,105.5239,165.6737,87.222,77.5383,203.692,17.3845,11.46,{},2026-08-25T19:08:31.116880+00:00
neo4j,traversal_2_hop,run_3_1787684881,100,100,0,79.1684,85.5215,88.6456,98.7724,81.2568,76.597,155.982,8.4105,12.3,{},2026-08-25T19:08:40.965823+00:00
neo4j,traversal_3_hop,run_3_1787684881,100,100,0,79.3247,88.5834,97.4713,150.5648,82.8975,76.884,160.9193,12.9977,12.06,{},2026-08-25T19:08:50.880741+00:00
neo4j,aggregation,run_3_1787684881,100,100,0,191.4207,212.9448,227.0359,325.8744,197.5293,168.8551,475.2168,35.3117,5.06,{},2026-08-25T19:09:14.692391+00:00
memgraph,point_lookup,run_1_1787685046,100,100,0,152.0219,160.9617,165.0834,176.0343,154.4328,150.2903,179.1617,5.4851,6.47,{},2026-08-25T19:11:34.378059+00:00
memgraph,filtered_lookup,run_1_1787685046,100,100,0,154.5343,171.4065,175.2573,208.82,159.3104,151.9115,231.0343,11.5768,6.27,{},2026-08-25T19:11:53.550066+00:00
memgraph,traversal_1_hop,run_1_1787685046,100,100,0,151.815,155.2717,157.6137,176.2101,153.311,150.228,207.9941,6.5632,6.52,{},2026-08-25T19:12:11.929100+00:00
memgraph,traversal_2_hop,run_1_1787685046,100,100,0,152.8615,161.344,167.7397,169.9195,155.1051,150.0643,193.511,6.0243,6.44,{},2026-08-25T19:12:30.730366+00:00
memgraph,traversal_3_hop,run_1_1787685046,100,100,0,151.678,155.0397,156.7616,167.0854,152.6015,149.706,175.1139,3.3117,6.55,{},2026-08-25T19:12:49.021233+00:00
memgraph,aggregation,run_1_1787685046,100,100,0,336.2884,351.62,383.0787,1872.7003,385.1843,331.2258,3302.165,330.1202,2.6,{},2026-08-25T19:13:34.262141+00:00
memgraph,point_lookup,run_2_1787685214,100,100,0,151.4877,155.054,156.4947,190.1027,153.1045,149.7202,212.2613,7.5898,6.53,{},2026-08-25T19:13:52.723133+00:00
memgraph,filtered_lookup,run_2_1787685214,100,100,0,153.5025,156.1329,158.7902,169.6269,154.3102,151.9694,175.1769,3.317,6.48,{},2026-08-25T19:14:11.241632+00:00
memgraph,traversal_1_hop,run_2_1787685214,100,100,0,151.644,156.3615,162.177,171.7522,153.1335,149.8262,182.8965,4.6738,6.53,{},2026-08-25T19:14:29.593437+00:00
memgraph,traversal_2_hop,run_2_1787685214,100,100,0,152.7733,169.686,198.5004,265.7543,159.8307,149.854,306.8551,22.4347,6.25,{},2026-08-25T19:14:48.659870+00:00
memgraph,traversal_3_hop,run_2_1787685214,100,100,0,151.537,154.141,156.0938,157.3603,152.0129,149.7212,169.4241,2.3443,6.58,{},2026-08-25T19:15:06.899829+00:00
memgraph,aggregation,run_2_1787685214,100,100,0,336.3114,341.1324,350.1129,371.8172,343.1195,328.9644,936.4009,59.8621,2.91,{},2026-08-25T19:15:47.938856+00:00
memgraph,point_lookup,run_3_1787685347,100,100,0,149.0179,151.0906,151.7341,163.2423,149.4695,147.2533,164.6945,2.3825,6.69,{},2026-08-25T19:16:05.896029+00:00
memgraph,filtered_lookup,run_3_1787685347,100,100,0,150.9163,152.9692,154.0904,162.2329,151.3783,149.1348,167.3215,2.3168,6.6,{},2026-08-25T19:16:24.085376+00:00
memgraph,traversal_1_hop,run_3_1787685347,100,100,0,149.4775,154.2132,155.0567,161.6075,150.4791,147.4389,165.0981,3.006,6.64,{},2026-08-25T19:16:42.125280+00:00
memgraph,traversal_2_hop,run_3_1787685347,100,100,0,150.5288,155.0462,156.5712,159.7095,151.4598,147.9206,159.8611,2.7904,6.6,{},2026-08-25T19:17:00.272821+00:00
memgraph,traversal_3_hop,run_3_1787685347,100,100,0,149.1363,153.2747,154.8422,166.952,150.2708,146.8565,176.8755,3.7582,6.65,{},2026-08-25T19:17:18.410040+00:00
memgraph,aggregation,run_3_1787685347,100,100,0,332.2154,335.3732,336.3874,337.2184,332.4637,328.5849,344.323,2.3647,3.01,{},2026-08-25T19:17:58.315621+00:00
falkordb,point_lookup,run_1_1787685569,100,100,0,19.4102,21.1467,22.4916,27.9154,19.9385,18.2748,34.3936,1.9372,50.05,{},2026-08-25T19:20:28.730546+00:00
falkordb,filtered_lookup,run_1_1787685569,100,100,0,21.1692,24.0285,25.0008,28.3744,21.6394,19.0911,31.0524,1.81,46.08,{},2026-08-25T19:20:31.324004+00:00
falkordb,traversal_1_hop,run_1_1787685569,100,100,0,20.2315,21.7599,22.8846,30.1697,20.7469,19.0951,38.3252,2.3134,48.05,{},2026-08-25T19:20:33.888349+00:00
falkordb,traversal_2_hop,run_1_1787685569,100,100,0,20.1942,22.268,23.436,29.0498,20.778,18.9866,30.9394,1.9641,47.98,{},2026-08-25T19:20:36.399119+00:00
falkordb,traversal_3_hop,run_1_1787685569,100,100,0,19.661,21.2858,21.9601,24.9356,20.0724,18.7123,25.5339,1.1897,49.71,{},2026-08-25T19:20:38.814658+00:00
falkordb,aggregation,run_1_1787685569,100,100,0,588.5458,596.2075,597.5545,610.1236,580.7144,530.4674,730.3632,26.3785,1.72,{},2026-08-25T19:21:48.417354+00:00
falkordb,point_lookup,run_2_1787685708,100,100,0,19.8494,20.6196,20.8917,22.7843,19.9443,18.4749,23.2664,0.7166,49.99,{},2026-08-25T19:21:50.830981+00:00
falkordb,filtered_lookup,run_2_1787685708,100,100,0,20.7234,21.9452,25.5016,33.6737,21.3507,19.7208,37.3534,2.6333,46.69,{},2026-08-25T19:21:53.400822+00:00
falkordb,traversal_1_hop,run_2_1787685708,100,100,0,20.1246,21.7321,22.6804,27.4159,22.6215,18.7597,247.6999,22.6503,44.09,{},2026-08-25T19:21:56.066961+00:00
falkordb,traversal_2_hop,run_2_1787685708,100,100,0,20.166,21.3729,22.2934,36.4553,20.6577,19.0308,36.6528,2.401,48.25,{},2026-08-25T19:21:58.551108+00:00
falkordb,traversal_3_hop,run_2_1787685708,100,100,0,20.0443,20.9052,21.4967,26.3197,20.2445,18.9,28.3135,1.3222,49.24,{},2026-08-25T19:22:00.993378+00:00
falkordb,aggregation,run_2_1787685708,100,100,0,588.0647,596.0098,597.1454,600.9044,578.1308,524.9593,604.8496,21.6311,1.73,{},2026-08-25T19:23:10.351914+00:00
falkordb,point_lookup,run_3_1787685790,100,100,0,20.1694,22.4019,23.403,25.619,20.6199,18.7207,25.8229,1.3596,48.36,{},2026-08-25T19:23:12.847462+00:00
falkordb,filtered_lookup,run_3_1787685790,100,100,0,20.9361,22.726,23.4678,27.1529,21.2536,19.543,30.0998,1.4388,46.91,{},2026-08-25T19:23:15.401185+00:00
falkordb,traversal_1_hop,run_3_1787685790,100,100,0,19.8323,21.0344,21.4772,25.6946,20.0751,18.3938,34.4658,1.7027,49.66,{},2026-08-25T19:23:17.822954+00:00
falkordb,traversal_2_hop,run_3_1787685790,100,100,0,20.0298,20.8283,21.1067,23.5589,20.2407,18.5772,38.5195,1.9604,49.25,{},2026-08-25T19:23:20.251624+00:00
falkordb,traversal_3_hop,run_3_1787685790,100,100,0,19.5849,21.3549,22.5565,32.9377,20.0908,18.3936,34.9676,2.2226,49.68,{},2026-08-25T19:23:22.668336+00:00
falkordb,aggregation,run_3_1787685790,100,100,0,585.8987,593.1869,598.0465,604.8345,577.0475,529.4173,779.3569,30.6804,1.73,{},2026-08-25T19:24:31.822556+00:00
kuzu,point_lookup,run_1_1787685962,100,100,0,3.7526,4.7147,4.8686,5.2233,3.9743,3.386,5.5775,0.5193,249.63,{},2026-08-25T19:26:03.492977+00:00
kuzu,filtered_lookup,run_1_1787685962,100,100,0,1.9676,2.4657,2.5964,2.6899,2.0214,1.5594,2.8997,0.3028,487.62,{},2026-08-25T19:26:03.754611+00:00
kuzu,traversal_1_hop,run_1_1787685962,100,100,0,1.4323,1.6501,1.6876,1.8426,1.4617,1.2117,2.006,0.1478,669.39,{},2026-08-25T19:26:03.937444+00:00
kuzu,traversal_2_hop,run_1_1787685962,100,100,0,5.0077,6.7425,7.2498,7.9225,5.0035,2.9667,8.2123,1.2347,198.19,{},2026-08-25T19:26:04.552402+00:00
kuzu,traversal_3_hop,run_1_1787685962,100,100,0,9.4776,12.82,13.5022,15.0095,9.3846,4.508,15.715,2.8236,106.1,{},2026-08-25T19:26:05.680937+00:00
kuzu,aggregation,run_1_1787685962,100,100,0,42.0482,43.4902,44.6189,47.6044,42.3322,40.2454,52.6413,1.5951,23.6,{},2026-08-25T19:26:10.822612+00:00
kuzu,point_lookup,run_2_1787685970,100,100,0,3.4226,3.7251,3.8192,4.2061,3.4764,3.2668,4.2404,0.1904,285.66,{},2026-08-25T19:26:11.249331+00:00
kuzu,filtered_lookup,run_2_1787685970,100,100,0,1.7656,2.0156,2.119,2.3789,1.7941,1.5183,2.4685,0.1735,549.5,{},2026-08-25T19:26:11.468030+00:00
kuzu,traversal_1_hop,run_2_1787685970,100,100,0,1.1917,1.5166,1.6481,2.0131,1.2501,1.0386,2.0545,0.1959,781.48,{},2026-08-25T19:26:11.624666+00:00
kuzu,traversal_2_hop,run_2_1787685970,100,100,0,4.5832,6.4264,6.9787,7.473,4.7244,2.8279,7.5619,1.1711,209.89,{},2026-08-25T19:26:12.199153+00:00
kuzu,traversal_3_hop,run_2_1787685970,100,100,0,9.2645,12.4543,12.9287,14.2407,9.0536,4.6148,14.6685,2.7815,109.98,{},2026-08-25T19:26:13.280949+00:00
kuzu,aggregation,run_2_1787685970,100,100,0,42.1375,43.3063,44.009,46.2336,42.3114,40.672,48.1291,1.0384,23.61,{},2026-08-25T19:26:18.418057+00:00
kuzu,point_lookup,run_3_1787685978,100,100,0,3.4496,3.6646,3.8061,4.1794,3.4986,3.3032,4.4697,0.1894,283.94,{},2026-08-25T19:26:18.846578+00:00
kuzu,filtered_lookup,run_3_1787685978,100,100,0,1.7665,2.0199,2.1639,2.5276,1.8178,1.4882,2.6078,0.1881,542.22,{},2026-08-25T19:26:19.067235+00:00
kuzu,traversal_1_hop,run_3_1787685978,100,100,0,1.2083,1.4457,1.5726,1.7106,1.2498,1.0773,1.835,0.1432,783.51,{},2026-08-25T19:26:19.223195+00:00
kuzu,traversal_2_hop,run_3_1787685978,100,100,0,5.0217,7.1023,7.5464,8.349,5.1839,2.9897,9.0446,1.3872,191.35,{},2026-08-25T19:26:19.842752+00:00
kuzu,traversal_3_hop,run_3_1787685978,100,100,0,15.5191,22.2736,24.3425,26.7267,15.4324,6.4736,28.125,5.4209,64.57,{},2026-08-25T19:26:21.630677+00:00
kuzu,aggregation,run_3_1787685978,100,100,0,66.3892,74.0027,77.2747,84.6657,67.6887,62.1067,85.2558,4.5866,14.76,{},2026-08-25T19:26:30.000350+00:00
